time,q1,q2,q3,pH
0.0,1.2571705531401371,0.921306003067333,6.767048295702548,7.0
5.002501250625313,1.1175392772687633,0.5241673505522119,6.04580876879715,6.883252250773701
10.005002501250626,0.8459804160476738,1.2909679945974688,7.11757981240332,6.797368658751094
15.007503751875939,1.2037883059332048,1.491664817629586,5.811541600471622,6.709048072068768
20.010005002501252,0.8589036131979662,0.5550836796816494,6.692752098779902,6.6135266727040785
25.012506253126567,1.4263118202616611,0.6550328954047719,5.709234412839619,6.521904638363183
30.015007503751878,0.5935350873759885,0.9350713092964912,6.431820711984612,6.429273925525566
35.01750875437719,0.6197815072482812,1.4993748177755546,6.186167458348402,6.368604679417372
40.020010005002504,1.0995091495012135,0.8605099954002794,5.749390923830201,6.283046928361727
45.02251125562782,1.458864555603693,1.1338378315733442,6.779987111116843,6.236893205720599
50.025012506253134,1.1658245088592052,1.1214451642476893,7.175122355981381,6.26495042282163
55.02751375687844,0.9393141605323102,0.824015300048454,7.125900004416922,6.308423896183931
60.030015007503756,1.026719145644933,1.4124002189929121,6.660264862028624,6.324189029378799
65.03251625812906,1.065210973762068,0.8350493648435326,6.195694398089367,6.296199666516774
70.03501750875438,1.076801240610387,0.8723610821614717,6.663978004145986,6.272912673450604
75.0375187593797,0.9150001535048707,0.8035367989983506,7.451405998663956,6.312658885431674
80.04002001000501,0.6455085268381469,1.4751770997768634,6.170822304951902,6.324244751211587
85.04252126063032,1.410784227345775,0.6623141145662871,7.352290280955471,6.33351947245599
90.04502251125564,0.7144286993792948,1.3941594889531919,5.94050505425941,6.329934799447678
95.04752376188095,0.9211065928880428,1.1619597648764421,6.568764824814435,6.29258015403934
100.05002501250627,0.8561884888466026,1.4683732802647143,6.827331540361099,6.30230128586568
105.05252626313157,0.6102967236325942,1.0755620839523226,6.042665713986914,6.287034044834944
110.05502751375688,0.7800604505353331,0.7733386891168335,7.318995165651375,6.29883568734128
115.0575287643822,0.7609506836287675,1.4376106548197294,5.512446575292297,6.281957573762811
120.06003001500751,0.6809609318693765,0.680216872131385,7.199650068167855,6.264851234518927
125.06253126563283,0.9276903803640744,1.1281098729183836,5.814817628220709,6.26117402935669
130.06503251625813,1.014425448057951,1.2972308728729862,5.506381053644214,6.178966179930396
135.06753376688346,1.1312804216151648,0.8360043812467669,6.866363680530341,6.157372275702079
140.07003501750876,0.6296815317020007,0.9279128569397983,5.656712592914873,6.143324309242974
145.0725362681341,1.0479918685854486,0.8391463220452573,5.72610188790906,6.077213565647355
150.0750375187594,0.5532517273937566,1.0363847181703907,7.004734999393681,6.082540184161162
155.07753876938472,1.354890980773352,0.5914144677528662,7.220063343311569,6.1575980621751825
160.08004002001002,1.3394162817001365,0.8650296923283756,7.060284400302202,6.227731238136821
165.08254127063532,0.7704414746805861,1.4169954743092585,6.594400619454975,6.261817317342949
170.08504252126065,1.2285152812014484,0.9830469470823442,5.833001747271988,6.23539912801692
175.08754377188595,0.8682071518543224,1.2450941461934248,6.0973378372388085,6.189639221805635
180.09004502251128,1.1654444312683214,0.9601007784733729,6.725034113931509,6.191970845428911
185.09254627313658,0.9102781816879054,1.087016345924229,6.511273847234765,6.213722442199569
190.0950475237619,0.7155579986812501,1.0460034832915013,7.2355721644219555,6.258918165029899
195.0975487743872,0.8036312891846049,0.5929426090093194,6.306239200984789,6.2886323601413014
200.10005002501254,0.915794699546121,0.7140054161390887,5.545194023315383,6.234066398841467
205.10255127563784,1.376415253642017,0.8680451837896123,7.442710654322369,6.240228752998124
210.10505252626314,0.5138239646853089,0.7339303451061202,6.11603421290023,6.270402891936602
215.10755377688847,1.2858818466783457,1.3717153139402924,6.108669410505882,6.234865443027976
220.11005502751377,1.455754280789475,0.7778047681910494,5.507624663818204,6.174617783867882
225.1125562781391,1.228706456719457,1.4415666170654147,7.418902052506275,6.185353341993615
230.1150575287644,0.710618733569779,1.3056593206007592,6.424138623718333,6.238140544342684
235.11755877938973,1.4436715552058952,0.9129141567363088,7.0657962573243545,6.271522417467136
240.12006003001503,1.0602039445976477,1.129333174447091,6.254250480190667,6.293082892317342
245.12256128064033,0.7666649417584596,0.6440442024642457,7.195912341659366,6.320478495138225
250.12506253126566,0.9095532001654785,0.8344436498021136,7.130439287699798,6.385174889963276
255.12756378189096,0.5758106916560785,1.0214120278403942,6.1955969874352474,6.394749661441725
260.13006503251626,1.4481147153996818,1.0717077303157878,6.038353767256323,6.351977158006616
265.1325662831416,1.1446763550513444,0.7624275180118064,7.2458281790729995,6.3649735718447795
270.1350675337669,0.8645750227608662,0.7806174474375926,7.100103455048067,6.425896762244373
275.1375687843922,0.8398735250512049,0.6867078001907868,5.8339997386535245,6.4121135050083975
280.1400700350175,1.0178142043746221,1.1558139869706643,6.786500566180875,6.385749100894995
285.1425712856428,0.8482212995282522,0.9932388048800832,7.236138321835224,6.428677559515914
290.1450725362682,0.5180850738929582,0.7279349393987369,6.033072130958784,6.430268308282013
295.1475737868935,0.513830277416943,1.3180177573339247,6.954726286700026,6.419208531293571
300.1500750375188,1.3375992380395023,0.7838183186819154,7.476814618563882,6.477944611161726
305.1525762881441,0.7986661632213098,1.335946976671138,6.584651588814664,6.5126749858021595
310.15507753876943,1.4125340987455441,1.1510229759772002,6.362319565625292,6.492667473663286
315.15757878939473,1.2219070526101656,1.2426884396230748,7.444521651384221,6.517901647948414
320.16008004002003,0.6283600408811952,1.2715998514541083,5.810313313763258,6.513565665100769
325.16258129064533,0.9862398221667555,1.1355593193172675,5.518927321773029,6.4198056665147245
330.16508254127064,1.0206663409212884,1.4847789538196554,6.163160315279125,6.353344815813169
335.167583791896,1.3909012238858325,1.1482417379896108,5.687790345507942,6.301959144087643
340.1700850425213,0.8766666098712996,1.395456113653463,6.243982902276946,6.261376668077773
345.1725862931466,0.9340992593430544,1.3821649300840027,7.489063595313244,6.31221653365489
350.1750875437719,0.713143224589544,1.0417496643896698,6.802482666753526,6.384259754854562
355.17758879439725,0.7255181894245032,0.5259759281804608,6.655181297647568,6.4096450349439715
