time,input_mL_s,pH
0.0,13.0,6.2
1.0005002501250626,13.0040020010005,6.2032016008004005
2.001000500250125,13.008004002001,6.206403201600801
3.001500750375188,13.0120060030015,6.209604802401201
4.00200100050025,13.016008004002002,6.212806403201601
5.002501250625313,13.0200100050025,6.216008004002001
6.003001500750376,13.024012006003002,6.219209604802401
7.003501750875438,13.028014007003502,6.222411205602802
8.0040020010005,13.032016008004002,6.225612806403202
9.004502251125563,13.036018009004502,6.228814407203602
10.005002501250626,13.040020010005003,6.232016008004003
11.005502751375689,13.044022011005502,6.235217608804402
12.006003001500751,13.048024012006003,6.238419209604802
13.006503251625814,13.052026013006504,6.241620810405203
14.007003501750876,13.056028014007003,6.244822411205603
15.007503751875939,13.060030015007504,6.248024012006003
16.008004002001,13.064032016008005,6.251225612806404
17.008504252126066,13.068034017008504,6.254427213606804
18.009004502251127,13.072036018009005,6.257628814407203
19.009504752376188,13.076038019009506,6.260830415207604
20.010005002501252,13.080040020010005,6.264032016008004
21.010505252626317,13.084042021010506,6.267233616808404
22.011005502751377,13.088044022011006,6.270435217608805
23.011505752876438,13.092046023011505,6.273636818409205
24.012006003001503,13.096048024012006,6.276838419209605
25.012506253126567,13.100050025012507,6.280040020010005
26.013006503251628,13.104052026013006,6.283241620810405
27.01350675337669,13.108054027013507,6.2864432216108055
28.014007003501753,13.112056028014006,6.289644822411206
29.014507253626817,13.116058029014507,6.292846423211606
30.015007503751878,13.120060030015008,6.2960480240120065
31.01550775387694,13.124062031015507,6.299249624812406
32.016008004002,13.128064032016008,6.302451225612806
33.01650825412707,13.132066033016509,6.305652826413207
34.01700850425213,13.136068034017008,6.308854427213607
35.01750875437719,13.140070035017509,6.312056028014007
36.018009004502254,13.14407203601801,6.3152576288144076
37.01850925462732,13.148074037018509,6.318459229614808
38.019009504752376,13.15207603801901,6.321660830415207
39.01950975487744,13.15607803901951,6.324862431215608
40.020010005002504,13.16008004002001,6.328064032016008
41.02051025512757,13.16408204102051,6.331265632816408
42.02101050525263,13.168084042021011,6.334467233616809
43.02151075537769,13.17208604302151,6.337668834417209
44.022011005502755,13.176088044022011,6.340870435217609
45.02251125562782,13.180090045022512,6.344072036018009
46.023011505752876,13.18409204602301,6.347273636818409
47.02351175587794,13.188094047023512,6.350475237618809
48.024012006003005,13.192096048024013,6.35367683841921
49.02451225612807,13.196098049024512,6.35687843921961
50.025012506253134,13.200100050025013,6.36008004002001
51.02551275637819,13.204102051025513,6.363281640820411
52.026013006503256,13.208104052026012,6.36648324162081
53.02651325662832,13.212106053026513,6.3696848424212105
54.02701350675338,13.216108054027014,6.372886443221611
55.02751375687844,13.220110055027513,6.376088044022011
56.028014007003506,13.224112056028014,6.3792896448224115
57.02851425712857,13.228114057028515,6.382491245622812
58.029014507253635,13.232116058029014,6.385692846423212
59.02951475737869,13.236118059029515,6.3888944472236116
60.030015007503756,13.240120060030016,6.392096048024012
61.03051525762882,13.244122061030515,6.395297648824412
62.03101550775388,13.248124062031016,6.3984992496248125
63.03151575787894,13.252126063031517,6.401700850425213
64.032016008004,13.256128064032016,6.404902451225613
65.03251625812906,13.260130065032516,6.4081040520260135
66.03301650825414,13.264132066033017,6.411305652826413
67.03351675837919,13.268134067033516,6.414507253626813
68.03401700850426,13.272136068034017,6.417708854427214
69.03451725862932,13.276138069034518,6.420910455227614
70.03501750875438,13.280140070035017,6.424112056028014
71.03551775887945,13.284142071035518,6.427313656828415
72.03601800900451,13.288144072036019,6.430515257628815
73.03651825912956,13.292146073036518,6.433716858429214
74.03701850925464,13.296148074037019,6.436918459229615
75.0375187593797,13.300150075037518,6.440120060030015
76.03801900950475,13.304152076038019,6.443321660830415
77.03851925962982,13.30815407703852,6.446523261630816
78.03901950975488,13.312156078039019,6.449724862431216
79.03951975987995,13.31615807903952,6.452926463231616
80.04002001000501,13.32016008004002,6.456128064032016
