time,input_mL_s,pH
0.0,13.5,6.5
1.0005002501250626,13.505002501250626,6.50200100050025
2.001000500250125,13.51000500250125,6.5040020010005
3.001500750375188,13.515007503751876,6.50600300150075
4.00200100050025,13.5200100050025,6.508004002001001
5.002501250625313,13.525012506253127,6.51000500250125
6.003001500750376,13.530015007503751,6.512006003001501
7.003501750875438,13.535017508754377,6.514007003501751
8.0040020010005,13.540020010005003,6.516008004002001
9.004502251125563,13.545022511255628,6.518009004502251
10.005002501250626,13.550025012506254,6.520010005002502
11.005502751375689,13.555027513756878,6.522011005502751
12.006003001500751,13.560030015007504,6.524012006003002
13.006503251625814,13.565032516258128,6.526013006503252
14.007003501750876,13.570035017508754,6.5280140070035015
15.007503751875939,13.57503751875938,6.530015007503752
16.008004002001,13.580040020010005,6.532016008004002
17.008504252126066,13.58504252126063,6.534017008504252
18.009004502251127,13.590045022511255,6.536018009004502
19.009504752376188,13.595047523761881,6.538019009504753
20.010005002501252,13.600050025012507,6.540020010005002
21.010505252626317,13.605052526263131,6.542021010505253
22.011005502751377,13.610055027513758,6.544022011005503
23.011505752876438,13.615057528764382,6.546023011505753
24.012006003001503,13.620060030015008,6.548024012006003
25.012506253126567,13.625062531265632,6.550025012506254
26.013006503251628,13.630065032516258,6.552026013006503
27.01350675337669,13.635067533766884,6.5540270135067535
28.014007003501753,13.640070035017509,6.556028014007003
29.014507253626817,13.645072536268135,6.5580290145072535
30.015007503751878,13.650075037518759,6.560030015007504
31.01550775387694,13.655077538769385,6.5620310155077535
32.016008004002,13.66008004002001,6.564032016008004
33.01650825412707,13.665082541270635,6.566033016508254
34.01700850425213,13.670085042521261,6.568034017008504
35.01750875437719,13.675087543771886,6.570035017508754
36.018009004502254,13.680090045022512,6.572036018009005
37.01850925462732,13.685092546273136,6.574037018509254
38.019009504752376,13.690095047523762,6.576038019009505
39.01950975487744,13.695097548774386,6.578039019509755
40.020010005002504,13.700100050025013,6.580040020010005
41.02051025512757,13.705102551275639,6.582041020510255
42.02101050525263,13.710105052526263,6.5840420210105055
43.02151075537769,13.715107553776889,6.586043021510755
44.022011005502755,13.720110055027513,6.5880440220110055
45.02251125562782,13.72511255627814,6.590045022511256
46.023011505752876,13.730115057528764,6.592046023011505
47.02351175587794,13.73511755877939,6.594047023511756
48.024012006003005,13.740120060030016,6.596048024012006
49.02451225612807,13.74512256128064,6.598049024512256
50.025012506253134,13.750125062531266,6.600050025012506
51.02551275637819,13.75512756378189,6.602051025512757
52.026013006503256,13.760130065032516,6.604052026013006
53.02651325662832,13.76513256628314,6.606053026513257
54.02701350675338,13.770135067533767,6.608054027013507
55.02751375687844,13.775137568784393,6.610055027513757
56.028014007003506,13.780140070035017,6.612056028014007
57.02851425712857,13.785142571285643,6.6140570285142575
58.029014507253635,13.790145072536268,6.616058029014507
59.02951475737869,13.795147573786894,6.618059029514757
60.030015007503756,13.800150075037518,6.620060030015008
61.03051525762882,13.805152576288144,6.622061030515257
62.03101550775388,13.81015507753877,6.624062031015508
63.03151575787894,13.815157578789394,6.626063031515758
64.032016008004,13.82016008004002,6.628064032016008
65.03251625812906,13.825162581290645,6.630065032516258
66.03301650825414,13.83016508254127,6.632066033016509
67.03351675837919,13.835167583791897,6.634067033516758
68.03401700850426,13.840170085042521,6.636068034017009
69.03451725862932,13.845172586293147,6.638069034517259
70.03501750875438,13.850175087543771,6.640070035017509
71.03551775887945,13.855177588794398,6.642071035517759
72.03601800900451,13.860180090045022,6.644072036018009
73.03651825912956,13.865182591295648,6.646073036518259
74.03701850925464,13.870185092546274,6.648074037018509
75.0375187593797,13.875187593796898,6.650075037518759
76.03801900950475,13.880190095047524,6.652076038019009
77.03851925962982,13.885192596298149,6.65407703851926
78.03901950975488,13.890195097548775,6.656078039019509
79.03951975987995,13.895197598799399,6.65807903951976
80.04002001000501,13.900200100050025,6.66008004002001
81.04052026013007,13.905202601300651,6.66208104052026
82.04102051025514,13.910205102551275,6.66408204102051
83.0415207603802,13.915207603801901,6.666083041520761
84.04202101050527,13.920210105052526,6.66808404202101
85.04252126063032,13.925212606303152,6.6700850425212606
86.04302151075538,13.930215107553776,6.672086043021511
87.04352176088045,13.935217608804402,6.6740870435217605
88.04402201100551,13.940220110055028,6.676088044022011
89.04452226113057,13.945222611305653,6.678089044522261
90.04502251125564,13.950225112556279,6.680090045022511
91.0455227613807,13.955227613806903,6.682091045522761
92.04602301150575,13.960230115057529,6.684092046023012
93.04652326163082,13.965232616308153,6.686093046523261
94.04702351175588,13.97023511755878,6.688094047023512
95.04752376188095,13.975237618809405,6.690095047523762
96.04802401200601,13.98024012006003,6.692096048024012
97.04852426213107,13.985242621310656,6.694097048524262
98.04902451225614,13.99024512256128,6.6960980490245126
99.0495247623812,13.995247623811906,6.698099049524762
100.05002501250627,14.000250125062532,6.7001000500250125
101.05052526263133,14.005252626313156,6.702101050525263
102.05102551275638,14.010255127563783,6.7041020510255125
103.05152576288145,14.015257628814407,6.706103051525763
104.05202601300651,14.020260130065033,6.708104052026013
105.05252626313157,14.025262631315657,6.710105052526263
106.05302651325664,14.030265132566283,6.712106053026513
107.0535267633817,14.035267633816908,6.714107053526764
108.05402701350675,14.040270135067534,6.716108054027013
109.05452726363183,14.04527263631816,6.718109054527264
110.05502751375688,14.050275137568784,6.720110055027514
111.05552776388195,14.05527763881941,6.722111055527764
112.05602801400701,14.060280140070034,6.724112056028014
113.05652826413207,14.06528264132066,6.7261130565282645
114.05702851425714,14.070285142571286,6.728114057028514
115.0575287643822,14.07528764382191,6.7301150575287645
116.05802901450727,14.080290145072537,6.732116058029015
117.05852926463233,14.085292646323161,6.7341170585292645
118.05902951475738,14.090295147573787,6.736118059029515
119.05952976488246,14.095297648824411,6.738119059529765
120.06003001500751,14.100300150075038,6.740120060030015
121.06053026513257,14.105302651325664,6.742121060530265
122.06103051525764,14.110305152576288,6.744122061030516
123.0615307653827,14.115307653826914,6.746123061530765
124.06203101550776,14.120310155077538,6.748124062031016
125.06253126563283,14.125312656328164,6.750125062531266
